-3.141593 0.000000
-3.078761 0.000000
-3.015929 0.000000
-2.953097 0.000000
-2.890265 0.000000
-2.827433 0.000000
-2.764602 0.000000
-2.701770 0.000000
-2.638938 0.000000
-2.576106 0.000000
-2.513274 0.000000
-2.450442 0.000000
-2.387610 0.000000
-2.324779 0.000000
-2.261947 0.000000
-2.199115 0.000000
-2.136283 0.000000
-2.073451 0.000000
-2.010619 0.000000
-1.947787 0.000000
-1.884956 0.000000
-1.822124 0.000000
-1.759292 0.000000
-1.696460 0.000000
-1.633628 0.000000
-1.570796 0.000000
-1.507964 0.000000
-1.445133 0.000000
-1.382301 0.000000
-1.319469 0.000000
-1.256637 0.000000
-1.193805 0.000000
-1.130973 0.000000
-1.068142 0.000000
-1.005310 0.000000
-0.942478 0.000000
-0.879646 0.000000
-0.816814 0.000000
-0.753982 0.000000
-0.691150 0.000000
-0.628319 0.000000
-0.565487 0.000000
-0.502655 0.000000
-0.439823 0.000000
-0.376991 0.000000
-0.314159 0.000000
-0.251327 0.000000
-0.188496 0.000000
-0.125664 0.000000
-0.062832 0.000000
0.000000 0.000000
0.062832 0.000000
0.125664 0.000000
0.188496 0.000000
0.251327 0.000000
0.314159 0.000000
0.376991 0.000000
0.439823 0.000000
0.502655 0.000000
0.565487 0.000000
0.628319 0.000000
0.691150 0.000000
0.753982 0.000000
0.816814 0.000000
0.879646 0.000000
0.942478 0.000000
1.005310 0.000000
1.068142 0.000000
1.130973 0.000000
1.193805 0.000000
1.256637 0.000000
1.319469 0.000000
1.382301 0.000000
1.445133 0.000000
1.507964 0.000000
1.570796 0.000000
1.633628 0.000000
1.696460 0.000000
1.759292 0.000000
1.822124 0.000000
1.884956 0.000000
1.947787 0.000000
2.010619 0.000000
2.073451 0.000000
2.136283 0.000000
2.199115 0.000000
2.261947 0.000000
2.324779 0.000000
2.387610 0.000000
2.450442 0.000000
2.513274 0.000000
2.576106 0.000000
2.638938 0.000000
2.701770 0.000000
2.764602 0.000000
2.827433 0.000000
2.890265 0.000000
2.953097 0.000000
3.015929 0.000000
3.078761 0.000000
